Task,MVP
start,cord
9,4
Goal,cord
12,23
RowCol
25,25
Objectives
3
Objects,gridList
comfort
588,656,562,381,634,656,120,797,644,792,72,718,474,205,612,311,34,491,948,968,584,863,400,333,26
167,299,154,692,450,580,531,36,379,277,514,540,271,749,729,827,751,264,461,513,329,382,2,823,768
571,691,537,227,630,652,738,322,277,614,610,327,379,280,887,841,618,729,724,107,852,887,385,817,113
411,228,543,597,255,139,354,633,673,665,973,541,495,985,36,210,543,18,958,324,895,570,863,775,872
488,761,599,960,48,856,732,91,142,728,96,979,258,848,232,547,71,138,437,979,237,109,603,170,203
537,857,312,103,384,665,227,538,819,666,17,769,397,595,661,558,670,835,791,811,789,100,534,620,486
966,644,133,111,734,198,543,747,414,948,217,345,242,139,358,618,112,126,180,864,53,336,441,491,234
800,247,518,662,413,17,264,638,292,913,59,870,168,1,791,862,813,984,39,128,108,335,852,200,458
13,900,329,678,572,21,805,679,570,724,455,177,519,483,157,976,223,248,715,382,710,963,40,684,414
50,62,707,840,712,985,418,437,621,186,396,736,315,43,731,597,353,399,184,656,152,324,305,462,654
357,517,706,594,618,259,123,87,794,511,230,846,26,945,617,37,984,185,619,381,547,97,573,854,61
227,693,955,585,610,517,950,629,675,253,544,129,238,977,495,125,346,737,106,66,607,289,975,678,444
960,985,638,801,62,674,891,56,999,751,438,237,947,302,250,183,163,714,890,250,615,563,971,496,987
626,38,764,374,842,756,450,224,287,70,796,73,135,693,57,26,567,991,158,149,200,528,747,881,491
556,723,43,834,565,680,15,576,746,103,390,856,543,1,300,647,736,123,241,658,574,13,751,488,323
170,558,835,764,85,801,797,429,481,238,440,562,260,42,978,159,940,174,551,629,832,333,350,10,796
878,556,734,902,27,754,487,919,696,445,41,547,190,695,537,369,127,669,779,934,908,862,177,842,505
811,82,906,525,710,319,331,927,593,392,129,132,167,636,964,420,170,416,531,447,928,185,244,525,650
777,396,305,797,179,807,833,796,70,416,755,891,42,301,452,564,353,15,151,394,427,306,478,396,6
268,469,277,688,740,124,653,325,765,674,823,32,768,21,307,448,578,148,869,494,271,860,334,732,909
729,22,919,442,289,923,950,563,506,109,382,552,118,983,901,468,348,800,583,639,765,307,308,458,799
786,654,315,348,176,150,248,629,349,857,30,61,914,944,110,569,846,219,219,933,894,860,524,443,597
381,386,44,228,289,109,319,183,754,66,137,260,906,353,985,361,642,182,934,98,173,145,926,739,755
511,794,930,135,351,702,532,112,215,371,579,655,68,708,373,386,943,527,326,514,504,360,271,796,723
748,961,44,73,77,574,792,135,533,702,492,438,362,503,904,605,639,41,341,755,648,534,471,9,563
comfort
comfort
290,881,451,799,250,270,466,345,405,740,262,736,798,847,185,687,168,229,146,12,937,623,251,851,512
461,236,387,899,79,145,828,183,751,148,728,448,297,767,796,786,106,281,542,161,978,759,868,806,759
231,64,875,159,954,50,447,636,520,506,199,960,172,54,775,481,382,618,177,410,328,140,189,336,898
474,177,692,437,100,687,136,920,920,422,411,211,475,720,611,121,809,372,588,981,287,583,763,45,917
241,812,264,316,650,839,463,630,301,951,386,395,525,820,970,771,873,409,937,751,87,353,303,394,642
353,10,867,648,346,750,772,112,750,648,447,159,819,141,496,150,974,822,276,62,227,899,935,492,968
984,331,469,504,358,124,515,668,38,649,575,393,483,655,216,854,408,434,216,495,463,320,170,298,807
89,101,407,325,431,413,612,689,737,868,245,920,330,861,428,902,431,243,546,845,155,766,5,269,742
260,724,342,745,787,104,826,662,288,253,66,789,15,102,801,819,569,46,355,377,469,963,407,637,478
400,573,543,652,789,7,604,118,942,121,240,970,840,793,111,702,998,653,778,963,215,909,381,936,808
189,481,369,192,979,168,664,732,212,12,374,85,474,82,206,298,700,230,169,555,208,363,32,74,429
671,388,588,546,72,334,113,527,868,571,822,201,240,924,188,376,416,43,104,223,114,362,271,155,108
410,645,505,364,576,148,314,699,18,322,545,937,21,592,469,416,135,202,484,309,57,71,161,115,546
851,67,429,972,332,859,870,542,307,565,39,769,611,606,321,389,12,566,419,533,353,42,687,316,960
52,257,36,742,424,352,676,733,613,75,465,282,980,771,659,279,602,306,955,83,956,746,814,702,520
477,899,70,238,903,210,657,807,33,796,165,108,372,614,802,220,151,782,734,851,213,345,551,284,481
687,97,568,9,657,122,601,324,317,948,972,492,330,31,499,664,387,218,438,366,601,243,77,60,29
532,673,544,924,117,377,452,841,814,676,937,960,749,23,265,644,828,115,399,335,646,455,597,595,28
928,594,186,160,419,579,627,287,20,917,559,810,504,69,147,514,332,278,698,226,385,576,803,91,927
443,140,598,516,285,687,793,294,381,563,308,189,879,618,419,297,839,841,841,332,618,850,217,973,251
31,825,181,814,966,309,319,988,970,714,186,28,215,72,745,770,256,670,512,95,779,585,315,907,57
437,800,161,989,694,934,502,361,364,614,372,419,111,271,525,310,352,853,625,982,837,721,296,611,508
776,795,506,73,123,307,454,647,514,857,417,448,966,61,511,585,505,959,922,330,775,905,153,190,925
669,737,51,875,853,555,751,708,264,916,346,398,408,471,614,983,350,13,721,92,777,56,572,232,103
518,45,543,498,442,837,470,612,776,878,570,280,474,52,893,372,446,289,58,583,721,711,342,694,451
comfort
obstacle
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
